ID,Name,Key,EditType,EditTypeEX,IsTemplate,DropType,TriggerType,Model,Texture,TextureID,Quality,Chip,ShowType,ShowId,QualityLevel,ShowQuality,InvolvedID,UnlockType,UnlockFlag,ReplaceID,ChipPrice,ChipNum,CondUnlcokType,FilterType,Type,CreateType,ClassificationType,SortId,EXSortId,TypeDesc,Version,UnlockWay,TypeDesc,Desc,GetWay,Icon,IsMeshModel,IconEffect,WieldSound,WieldImage,WieldScale,ThirdPersonScale,DropScale,WieldPeriod,StackMax,Usable,Range,ItemGroup,UseTarget,UseScript,UseScript2,EmitScript,EnchantTag,StuffType,EnchantAfterID,,CanExtract,Score,Cooldown,Skills,CostFoodLevel,HandEffect,HandEffect,Scale,ScriptMasking
21133,花开富贵（7天）,PlumWinterDress(7Days),,,,,,,,,,0,3,539,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_539,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21134,锦绣山河（7天）,AncientRobe(7Days),,,,,,,,,,0,3,540,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_540,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21135,礼物盒脚印（7天）,GiftBoxFootprint(7Days),,,,,,,,,,0,3,541,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_541,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21136,星光奇迹（7天）,ChristmasBoots(7Days),,,,,,,,,,0,3,542,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_542,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21137,铃儿叮当（7天）,ChristmasBellShoes(7Days),,,,,,,,,,0,3,543,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_543,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21138,姜饼人奇遇（7天）,GingerbreadManBag(7Days),,,,,,,,,,0,3,544,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_544,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21139,圣夜之愿（7天）,ChristmasGarland(7Days),,,,,,,,,,0,3,545,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_545,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21140,缤纷回响（7天）,ChristmasHairpin(7Days),,,,,,,,,,0,3,546,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_546,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21141,奇妙圣诞夜（7天）,ChristmasSuit(7Days),,,,,,,,,,0,3,547,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_547,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21142,平安夜的礼物（7天）,ChristmasDress(7Days),,,,,,,,,,0,3,548,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_548,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21143,米兔（7天）,MiRabbit(7Days),,,,,,,,,,0,3,549,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_549,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21144,庄严典礼（7天）,PurpleStrictFace(7Days),,,,,,,,,,0,3,550,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_550,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21145,小胡子（7天）,Moustache(7Days),,,,,,,,,,0,3,551,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_551,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21146,英式筒靴（7天）,TheNutcrackerBoots(7Days),,,,,,,,,,0,3,552,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_552,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21147,胡桃夹子（7天）,TheNutcrackerHat(7Days),,,,,,,,,,0,3,553,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_553,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21148,皇室礼仪（7天）,TheNutcrackerSuit(7Days),,,,,,,,,,0,3,554,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_554,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21149,年画鼠（7天）,NewYearMouse(7Days),,,,,,,,,,0,3,555,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_555,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21150,步步迎福（7天）,LuckFootpring(7Days),,,,,,,,,,0,3,556,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_556,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21151,子鼠玩偶背包（7天）,MiniMouseBackpack(7Days),,,,,,,,,,0,3,557,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_557,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21152,金鱼腰坠（7天）,GoldenFishPendant(7Days),,,,,,,,,,0,3,558,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_558,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21153,童趣（7天）,Kite(7Days),,,,,,,,,,0,3,559,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_559,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21154,暗纹绑手（7天）,FuchsiaSleeve(7Days),,,,,,,,,,0,3,560,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_560,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21155,华光映莲（7天）,LotusLatern(7Days),,,,,,,,,,0,3,561,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_561,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21156,桃花笑（7天）,PeachBlossomFace(7Days),,,,,,,,,,0,3,562,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_562,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21157,狐步舞（7天）,BrownFoxFace(7Days),,,,,,,,,,0,3,563,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_563,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21158,中国结短靴（7天）,ChineseKnotBoots(7Days),,,,,,,,,,0,3,564,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_564,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21159,芳华之舞（7天）,DancingGirlShoes(7Days),,,,,,,,,,0,3,565,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_565,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21160,穿个灯笼（7天）,Bloomers(7Days),,,,,,,,,,0,3,566,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_566,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21161,金铃如意（7天）,MandarinJacket(7Days),,,,,,,,,,0,3,567,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_567,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21162,锦鲤抄（7天）,BellGauzyDress(7Days),,,,,,,,,,0,3,568,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_568,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21163,爆竹声声（7天）,PinkChignons(7Days),,,,,,,,,,0,3,569,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_569,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21164,送福童子（7天）,AncientScholar(7Days),,,,,,,,,,0,3,570,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_570,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21165,长生结（7天）,WhiteLongHair(7Days),,,,,,,,,,0,3,571,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_571,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21166,踏云来（7天）,CloudPatternedShoes(7Days),,,,,,,,,,0,3,572,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_572,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21167,书声琅琅（7天）,BlueSwordsmanShorts(7Days),,,,,,,,,,0,3,573,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_573,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21168,万卷书（7天）,AncientBlueHair(7Days),,,,,,,,,,0,3,574,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_574,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21169,云中月（7天）,BlueSwordsmanJacket(7Days),,,,,,,,,,0,3,575,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_575,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21170,踏粉莲（7天）,PinkPlumShoes(7Days),,,,,,,,,,0,3,576,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_576,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21171,花中曲（7天）,PinkMidiskirt(7Days),,,,,,,,,,0,3,577,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_577,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21172,陌上繁花（7天）,PinkBraid(7Days),,,,,,,,,,0,3,578,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_578,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21173,豆蔻语（7天）,PinkPlumJacket(7Days),,,,,,,,,,0,3,579,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_579,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21174,盛放（7天）,PlumFace(7Days),,,,,,,,,,0,3,580,,5,,,,,,,,,6,0,,,,测试,,,,新春限定装扮,,#avatar_icon1000_580,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21175,锦绣缘（7天）,RedSilkShoes(7Days),,,,,,,,,,0,3,581,,5,,,,,,,,,6,0,,,,测试,,,,新春限定装扮,,#avatar_icon1000_581,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21176,琳琅（7天）,HonorableHeadwear(7Days),,,,,,,,,,0,3,582,,5,,,,,,,,,6,0,,,,测试,,,,新春限定装扮,,#avatar_icon1000_582,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21177,凤舞倾城（7天）,HonorableDress(7Days),,,,,,,,,,0,3,583,,5,,,,,,,,,6,0,,,,测试,,,,新春限定装扮,,#avatar_icon1000_583,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21178,桃花灼灼（7天）,PeachBlossomRibbon(7days),,,,,,,,,,0,3,584,,5,,,,,,,,,6,0,,,,测试,,,,新春限定装扮,,#avatar_icon1000_584,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21179,荣光（7天）,BrownSoftFace(7Days),,,,,,,,,,0,3,585,,5,,,,,,,,,6,0,,,,测试,,,,新春限定装扮,,#avatar_icon1000_585,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21180,御云天（7天）,GoldEmeraldBoots(7Days),,,,,,,,,,0,3,586,,5,,,,,,,,,6,0,,,,测试,,,,新春限定装扮,,#avatar_icon1000_586,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21181,琼宇（7天）,ChildeHair(7Days),,,,,,,,,,0,3,587,,5,,,,,,,,,6,0,,,,测试,,,,新春限定装扮,,#avatar_icon1000_587,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21182,龙吟盛世（7天）,RedDragonCoat(7Days),,,,,,,,,,0,3,588,,5,,,,,,,,,6,0,,,,测试,,,,新春限定装扮,,#avatar_icon1000_588,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21183,盘龙织影（7天）,DragonCloak(7Days),,,,,,,,,,0,3,589,,5,,,,,,,,,6,0,,,,测试,,,,新春限定装扮,,#avatar_icon1000_589,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21184,鸦语蔷薇（7天）,VenetianMask(7Days),,,,,,,,,,0,3,590,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_590,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21185,沁桃红酒（7天）,WineRedDemon(7Days),,,,,,,,,,0,3,591,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_591,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21186,暗红舞步（7天）,LaceRedShoes(7Days),,,,,,,,,,0,3,592,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_592,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21187,虚荣王座（7天）,QueenofHearts(7Days),,,,,,,,,,0,3,593,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_593,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21188,红皇后（7天）,EvilQueenDress(7Days),,,,,,,,,,0,3,594,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_594,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21189,纷乱深渊（7天）,EvilElf(7Days),,,,,,,,,,0,3,595,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_595,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21190,龙骨十字（7天）,DragonBoneSword(7Days),,,,,,,,,,0,3,596,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_596,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21191,魔法时间（7天）,MedievalSuit(7Days),,,,,,,,,,0,3,597,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_597,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21192,正义视线（7天）,JusticeFace(7Days),,,,,,,,,,0,3,598,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_598,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21193,魔法阵脚印（7天）,MagicCircle(7Days),,,,,,,,,,0,3,599,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_599,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21194,狮心王权（7天）,LionKing(7Days),,,,,,,,,,0,3,600,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_600,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21195,荣耀圣骑（7天）,KnightHonorHelmet(7Days),,,,,,,,,,0,3,601,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_601,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21196,英骑之魂（7天）,KnightHonorSuit(7Days),,,,,,,,,,0,3,602,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_602,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21197,钻石星辰（7天）,DiamondShoes(7Days),,,,,,,,,,0,3,603,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_603,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21198,纯白桂冠（7天）,IcyCrown(7Days),,,,,,,,,,0,3,604,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_604,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21199,白皇后（7天）,RoseQueenDress(7Days),,,,,,,,,,0,3,605,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_605,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21200,健康守护者（7天）,HealthGuard(7Days),,,,,,,,,,0,3,606,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_606,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21201,金丝猴玩偶（7天）,GoldenMonkeyDoll(7Days),,,,,,,,,,0,3,607,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_607,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21202,雪豹守护者（女）（7天）,SnowLeopardProtectorfemale(7Days),,,,,,,,,,0,3,608,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_608,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21203,糖果运动鞋（7天）,CandySneakers(7Days),,,,,,,,,,0,3,609,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_609,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21204,雪豹守护者（男）（7天）,SnowLeopardProtectormale(7Days),,,,,,,,,,0,3,610,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_610,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21205,炫彩运动鞋（7天）,ColorfulSneakers(7Days),,,,,,,,,,0,3,611,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_611,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21206,雪豹玩偶（7天）,SnowLeopardDoll(7Days),,,,,,,,,,0,3,612,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_612,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21207,孔雀开屏（7天）,PeacockBackwear(7Days),,,,,,,,,,0,3,613,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_613,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21208,雀翎背带裙（7天）,PeacockDress(7Days),,,,,,,,,,0,3,614,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_614,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21209,萌动鼠兔（7天）,HamsterHood(7Days),,,,,,,,,,0,3,615,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_615,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21210,包裹鼠兔（7天）,HamsterJumpsuit(7Days),,,,,,,,,,0,3,616,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_616,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21211,滚滚来袭（7天）,PandaHood(7Days),,,,,,,,,,0,3,617,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_617,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21212,软绒豹尾背饰（7天）,SnowLeopardTail(7Days),,,,,,,,,,0,3,618,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_618,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21213,极地短靴（7天）,PolarBooties(7Days),,,,,,,,,,0,3,619,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_619,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21214,高原贵族（7天）,Silver-hairedNobleman(7Days),,,,,,,,,,0,3,620,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_620,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21215,雪域领主（7天）,SnowLord(7Days),,,,,,,,,,0,3,621,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_621,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21216,绒绒雪地靴（7天）,SnowBoots(7Days),,,,,,,,,,0,3,622,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_622,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21217,高原公主（7天）,Silver-hairedPrincess(7Days),,,,,,,,,,0,3,623,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_623,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21218,雪域蔷薇（7天）,SnowyRose(7Days),,,,,,,,,,0,3,624,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_624,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21219,踏雪寻踪（7天）,SnowflakeFootprint(7Days),,,,,,,,,,0,3,625,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_625,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21220,扑克迷宫（7天）,,,,,,,,,,,0,3,626,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_626,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21221,提拉米苏（7天）,,,,,,,,,,,0,3,627,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_627,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21222,金色海洋（7天）,,,,,,,,,,,0,3,628,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_628,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21223,狮子王（7天）,,,,,,,,,,,0,3,629,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_629,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21224,月圆之夜（7天）,,,,,,,,,,,0,3,630,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_630,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21225,萌兔黑森林（7天）,,,,,,,,,,,0,3,631,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_631,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21226,诡秘舞台（7天）,,,,,,,,,,,0,3,632,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_632,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21227,柴郡猫（7天）,,,,,,,,,,,0,3,633,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_633,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21228,疯帽匠（7天）,,,,,,,,,,,0,3,634,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_634,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21229,白雪姬（7天）,,,,,,,,,,,0,3,635,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_635,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21230,甜香蔓越莓（7天）,,,,,,,,,,,0,3,636,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_636,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21231,探险奇遇（7天）,,,,,,,,,,,0,3,637,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_637,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21232,侦查小队（7天）,,,,,,,,,,,0,3,638,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_638,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21233,先锋探索者（7天）,,,,,,,,,,,0,3,639,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_639,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21234,虹彩幻想（7天）,,,,,,,,,,,0,3,640,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_640,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21235,甜心机甲（7天）,,,,,,,,,,,0,3,641,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_641,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21236,未来音律（7天）,,,,,,,,,,,0,3,642,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_642,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21237,幻彩节拍（7天）,,,,,,,,,,,0,3,643,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_643,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21238,超能水手服（7天）,,,,,,,,,,,0,3,644,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_644,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21239,机械臂（7天）,,,,,,,,,,,0,3,645,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_645,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21240,机动装置（7天）,,,,,,,,,,,0,3,646,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_646,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21241,夜空闪耀（7天）,,,,,,,,,,,0,3,647,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_647,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21242,翡翠回响（7天）,,,,,,,,,,,0,3,648,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_648,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
21243,双鱼座头饰（7天）,,,,,,,,,,,0,3,649,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_649,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,
